student_id,student_name,gender,department,cgpa,attendance_percentage,graduation_year
1555,Student_1555,Male,CSE,9.74,90,2025
1556,Student_1556,Male,EEE,7.26,68,2025
1557,Student_1557,Female,EEE,9.77,84,2025
1558,Student_1558,Female,Mechanical,7.12,94,2025
1559,Student_1559,Male,IT,9.2,67,2025
1560,Student_1560,Male,Civil,7.19,68,2025
1561,Student_1561,Male,CSE,8.75,79,2025
1562,Student_1562,Female,IT,8.59,87,2025
1563,Student_1563,Female,ECE,6.56,82,2025
1564,Student_1564,Male,EEE,6.31,67,2025
1565,Student_1565,Male,IT,7.3,61,2025
1566,Student_1566,Male,ECE,5.79,98,2025
1567,Student_1567,Male,Mechanical,8.07,63,2025
1568,Student_1568,Male,IT,5.69,88,2025
1569,Student_1569,Male,Civil,6.43,63,2025
1570,Student_1570,Male,Civil,9.77,74,2025
1571,Student_1571,Female,Civil,8.07,80,2025
1572,Student_1572,Male,EEE,9.27,93,2025
1573,Student_1573,Male,Mechanical,6.79,63,2025
1574,Student_1574,Male,IT,8.42,95,2025
1575,Student_1575,Female,CSE,9.68,84,2025
1576,Student_1576,Female,IT,7.29,69,2025
1577,Student_1577,Female,Mechanical,6.29,94,2025
1578,Student_1578,Female,ECE,9.15,79,2025
1579,Student_1579,Male,Mechanical,9.43,95,2025
1580,Student_1580,Female,Mechanical,7.9,68,2025
1581,Student_1581,Female,ECE,6.6,81,2025
1582,Student_1582,Male,Mechanical,9.14,65,2025
1583,Student_1583,Male,CSE,6.65,98,2025
1584,Student_1584,Male,CSE,6.31,97,2025
1585,Student_1585,Male,Mechanical,6.4,81,2025
1586,Student_1586,Female,CSE,6.41,72,2025
1587,Student_1587,Male,IT,9.8,90,2025
1588,Student_1588,Male,IT,8.1,73,2025
1589,Student_1589,Female,ECE,7.87,78,2025
1590,Student_1590,Female,Mechanical,7.79,82,2025
1591,Student_1591,Female,EEE,7.05,91,2025
1592,Student_1592,Female,CSE,8.95,90,2025
1593,Student_1593,Female,ECE,7.09,86,2025
1594,Student_1594,Male,Civil,9.22,69,2025
1595,Student_1595,Male,EEE,7.88,97,2025
1596,Student_1596,Female,EEE,6.16,81,2025
1597,Student_1597,Male,Mechanical,7.95,75,2025
1598,Student_1598,Female,Civil,8.31,81,2025
1599,Student_1599,Female,Mechanical,9.66,91,2025
1600,Student_1600,Female,ECE,8.65,82,2025
1601,Student_1601,Male,ECE,8.6,91,2025
1602,Student_1602,Male,Civil,9.76,63,2025
1603,Student_1603,Male,CSE,9.56,63,2025
1604,Student_1604,Male,Mechanical,6.09,74,2025
1605,Student_1605,Male,IT,6.15,73,2025
1606,Student_1606,Female,EEE,5.76,90,2025
1607,Student_1607,Female,CSE,5.53,95,2025
1608,Student_1608,Female,CSE,5.57,77,2025
1609,Student_1609,Female,CSE,7.66,87,2025
1610,Student_1610,Male,CSE,9.45,93,2025
1611,Student_1611,Male,ECE,6.33,93,2025
1612,Student_1612,Female,EEE,6.65,85,2025
1613,Student_1613,Male,EEE,9.62,89,2025
1614,Student_1614,Male,IT,6.47,65,2025
1615,Student_1615,Male,CSE,7.24,84,2025
1616,Student_1616,Female,CSE,8.24,70,2025
1617,Student_1617,Male,Mechanical,9.13,81,2025
1618,Student_1618,Male,Civil,9.45,74,2025
1619,Student_1619,Male,IT,9.32,90,2025
1620,Student_1620,Female,CSE,9.47,77,2025
1621,Student_1621,Male,ECE,9.49,80,2025
1622,Student_1622,Male,ECE,8.02,85,2025
1623,Student_1623,Male,EEE,6.2,75,2025
1624,Student_1624,Female,IT,9.36,81,2025
1625,Student_1625,Female,IT,6.1,65,2025
1626,Student_1626,Female,CSE,5.92,74,2025
1627,Student_1627,Male,EEE,8.1,98,2025
1628,Student_1628,Female,EEE,5.63,77,2025
1629,Student_1629,Female,Mechanical,6.48,95,2025
1630,Student_1630,Female,Mechanical,6.3,97,2025
1631,Student_1631,Female,CSE,8.82,78,2025
1632,Student_1632,Male,IT,5.82,77,2025
1633,Student_1633,Male,Mechanical,8.56,69,2025
1634,Student_1634,Female,EEE,7.05,65,2025
1635,Student_1635,Male,EEE,7.41,77,2025
1636,Student_1636,Male,ECE,5.88,87,2025
1637,Student_1637,Female,Civil,7.89,86,2025
1638,Student_1638,Male,CSE,5.89,95,2025
1639,Student_1639,Male,Civil,8.07,80,2025
1640,Student_1640,Female,CSE,6.75,84,2025
1641,Student_1641,Male,IT,9.37,75,2025
1642,Student_1642,Male,IT,7.14,68,2025
1643,Student_1643,Female,EEE,6.65,69,2025
1644,Student_1644,Male,ECE,7.37,86,2025
1645,Student_1645,Female,Mechanical,8.87,83,2025
1646,Student_1646,Female,ECE,8.6,91,2025
1647,Student_1647,Male,Mechanical,5.96,79,2025
1648,Student_1648,Male,Mechanical,6.93,84,2025
1649,Student_1649,Female,Mechanical,6.94,98,2025
1650,Student_1650,Male,EEE,6.88,72,2025
1651,Student_1651,Female,EEE,6.26,85,2025
1652,Student_1652,Female,EEE,8.66,91,2025
1653,Student_1653,Male,EEE,7.12,85,2025
1654,Student_1654,Female,CSE,9.51,72,2025
1655,Student_1655,Male,IT,8.8,61,2025
1656,Student_1656,Female,IT,6.4,78,2025
1657,Student_1657,Male,Mechanical,8.39,68,2025
1658,Student_1658,Female,ECE,6.59,69,2025
1659,Student_1659,Female,Mechanical,5.82,98,2025
1660,Student_1660,Female,Civil,7.22,92,2025
1661,Student_1661,Female,Civil,5.66,83,2025
1662,Student_1662,Male,CSE,8.81,82,2025
1663,Student_1663,Male,IT,8.13,96,2025
1664,Student_1664,Female,EEE,9.65,87,2025
1665,Student_1665,Male,CSE,5.92,74,2025
1666,Student_1666,Male,Mechanical,7.11,89,2025
1667,Student_1667,Male,EEE,9.79,90,2025
1668,Student_1668,Male,EEE,7.29,65,2025
1669,Student_1669,Male,IT,6.11,79,2025
1670,Student_1670,Female,Mechanical,8.87,93,2025
1671,Student_1671,Female,EEE,7.55,88,2025
1672,Student_1672,Female,EEE,5.79,62,2025
1673,Student_1673,Male,CSE,9.15,66,2025
1674,Student_1674,Male,IT,6.55,71,2025
1675,Student_1675,Male,EEE,7.91,89,2025
1676,Student_1676,Male,Mechanical,8.21,71,2025
1677,Student_1677,Female,Mechanical,5.63,72,2025
1678,Student_1678,Female,Civil,7.35,60,2025
1679,Student_1679,Male,ECE,6.7,64,2025
1680,Student_1680,Male,Civil,6.3,80,2025
1681,Student_1681,Male,Mechanical,5.99,91,2025
1682,Student_1682,Female,Civil,7.17,85,2025
1683,Student_1683,Male,EEE,7.01,89,2025
1684,Student_1684,Male,IT,8.54,79,2025
1685,Student_1685,Male,IT,6.08,67,2025
1686,Student_1686,Male,EEE,6,83,2025
1687,Student_1687,Male,Civil,7.17,98,2025
1688,Student_1688,Male,Civil,7.15,71,2025
1689,Student_1689,Female,IT,7.81,71,2025
1690,Student_1690,Male,Mechanical,6.74,71,2025
1691,Student_1691,Female,Mechanical,8.16,82,2025
1692,Student_1692,Male,Mechanical,6.09,84,2025
1693,Student_1693,Female,Mechanical,8.44,86,2025
1694,Student_1694,Female,Mechanical,6.22,96,2025
1695,Student_1695,Male,ECE,6.76,77,2025
1696,Student_1696,Male,Civil,6.74,89,2025
1697,Student_1697,Female,Civil,7.7,96,2025
1698,Student_1698,Male,EEE,8.83,83,2025
1699,Student_1699,Male,IT,7.4,73,2025
1700,Student_1700,Female,CSE,8.66,75,2025
1701,Student_1701,Female,CSE,7.43,82,2025
1702,Student_1702,Male,Mechanical,9.22,67,2025
1703,Student_1703,Male,ECE,8.99,97,2025
1704,Student_1704,Female,IT,8.12,87,2025
1705,Student_1705,Male,Civil,6.1,73,2025
1706,Student_1706,Male,CSE,7.95,94,2025
1707,Student_1707,Female,Civil,7.82,80,2025
1708,Student_1708,Female,EEE,7.96,92,2025
1709,Student_1709,Male,ECE,9.64,86,2025
1710,Student_1710,Male,EEE,9.23,68,2025
1711,Student_1711,Male,ECE,6.13,80,2025
1712,Student_1712,Male,IT,7.19,69,2025
1713,Student_1713,Female,IT,7.28,88,2025
1714,Student_1714,Male,IT,8.92,65,2025
1715,Student_1715,Female,Civil,8.72,83,2025
1716,Student_1716,Female,Mechanical,6.91,60,2025
1717,Student_1717,Male,IT,9.68,82,2025
1718,Student_1718,Male,Civil,7.21,87,2025
1719,Student_1719,Male,Mechanical,6.65,78,2025
1720,Student_1720,Female,Civil,7.99,96,2025
1721,Student_1721,Female,EEE,9.34,63,2025
1722,Student_1722,Male,CSE,8.19,89,2025
1723,Student_1723,Male,CSE,9.5,70,2025
1724,Student_1724,Female,Mechanical,5.5,87,2025
1725,Student_1725,Male,IT,9.41,79,2025
1726,Student_1726,Male,EEE,5.9,83,2025
1727,Student_1727,Female,CSE,7.1,70,2025
1728,Student_1728,Male,Mechanical,8.19,74,2025
1729,Student_1729,Female,IT,5.89,66,2025
1730,Student_1730,Male,ECE,7.55,68,2025
1731,Student_1731,Male,Civil,8.42,60,2025
1732,Student_1732,Male,IT,6.98,67,2025
1733,Student_1733,Female,IT,6.07,64,2025
1734,Student_1734,Male,Mechanical,5.88,66,2025
1735,Student_1735,Male,EEE,7.08,79,2025
1736,Student_1736,Male,Mechanical,8.83,68,2025
1737,Student_1737,Male,CSE,7.78,60,2025
1738,Student_1738,Male,Mechanical,7.01,73,2025
1739,Student_1739,Male,Mechanical,8.15,88,2025
1740,Student_1740,Male,CSE,9.36,68,2025
1741,Student_1741,Male,Civil,8.64,82,2025
1742,Student_1742,Female,EEE,8.9,75,2025
1743,Student_1743,Female,IT,5.86,95,2025
1744,Student_1744,Female,IT,5.62,79,2025
1745,Student_1745,Male,Civil,8.11,72,2025
1746,Student_1746,Female,EEE,8.28,75,2025
1747,Student_1747,Female,Mechanical,5.98,91,2025
1748,Student_1748,Male,Civil,9.32,60,2025
1749,Student_1749,Female,EEE,6.07,96,2025
1750,Student_1750,Female,EEE,7.85,71,2025
1751,Student_1751,Female,CSE,5.57,64,2025
1752,Student_1752,Male,EEE,6.43,63,2025
1753,Student_1753,Female,Civil,6.73,92,2025
1754,Student_1754,Female,Mechanical,8.52,65,2025
1755,Student_1755,Male,EEE,5.86,65,2025
1756,Student_1756,Male,ECE,7.81,85,2025
1757,Student_1757,Male,EEE,8.5,75,2025
1758,Student_1758,Male,ECE,5.87,87,2025
1759,Student_1759,Male,Mechanical,8.13,63,2025
1760,Student_1760,Female,IT,8.69,71,2025
1761,Student_1761,Male,CSE,8.54,60,2025
1762,Student_1762,Male,Mechanical,9.6,93,2025
1763,Student_1763,Female,ECE,7.1,77,2025
1764,Student_1764,Male,CSE,6.94,87,2025
1765,Student_1765,Female,Civil,5.77,96,2025
1766,Student_1766,Male,Mechanical,7.46,83,2025
1767,Student_1767,Male,Mechanical,9.2,70,2025
1768,Student_1768,Female,ECE,6.6,66,2025
1769,Student_1769,Male,ECE,8.69,60,2025
1770,Student_1770,Male,CSE,6.55,90,2025
1771,Student_1771,Female,Mechanical,9.46,71,2025
1772,Student_1772,Male,Civil,8.95,86,2025
1773,Student_1773,Male,EEE,6.57,80,2025
1774,Student_1774,Female,CSE,7.96,67,2025
1775,Student_1775,Male,ECE,6.46,93,2025
1776,Student_1776,Male,Mechanical,5.8,89,2025
1777,Student_1777,Female,EEE,6.91,95,2025
1778,Student_1778,Female,CSE,7.09,78,2025
1779,Student_1779,Female,IT,8.18,89,2025
1780,Student_1780,Female,Civil,9.68,72,2025
1781,Student_1781,Male,ECE,5.53,86,2025
1782,Student_1782,Male,ECE,7.83,60,2025
1783,Student_1783,Female,CSE,8.76,84,2025
1784,Student_1784,Female,CSE,6.38,75,2025
1785,Student_1785,Female,Mechanical,9.63,69,2025
1786,Student_1786,Female,CSE,5.69,74,2025
1787,Student_1787,Female,IT,9.35,89,2025
1788,Student_1788,Male,Civil,5.91,68,2025
1789,Student_1789,Female,CSE,8.05,63,2025
1790,Student_1790,Female,IT,9.65,75,2025
1791,Student_1791,Female,EEE,9.16,85,2025
1792,Student_1792,Female,EEE,7.45,74,2025
1793,Student_1793,Male,ECE,6.09,97,2025
1794,Student_1794,Male,ECE,5.95,88,2025
1795,Student_1795,Female,EEE,7.25,94,2025
1796,Student_1796,Female,ECE,7.44,89,2025
1797,Student_1797,Female,CSE,5.89,79,2025
1798,Student_1798,Male,ECE,9.09,80,2025
1799,Student_1799,Male,CSE,8.56,82,2025
1800,Student_1800,Female,Civil,5.71,79,2025
1801,Student_1801,Female,ECE,5.63,85,2025
1802,Student_1802,Female,Civil,8.72,75,2025
1803,Student_1803,Male,Mechanical,5.94,68,2025
1804,Student_1804,Male,CSE,5.77,74,2025
1805,Student_1805,Male,ECE,9.04,83,2025
1806,Student_1806,Male,Civil,8.02,64,2025
1807,Student_1807,Male,CSE,6.35,88,2025
1808,Student_1808,Male,CSE,9.39,81,2025
1809,Student_1809,Male,CSE,9.55,63,2025
1810,Student_1810,Male,Civil,7.36,85,2025
1811,Student_1811,Female,CSE,7.15,87,2025
1812,Student_1812,Male,EEE,6.42,71,2025
1813,Student_1813,Female,EEE,7.42,69,2025
1814,Student_1814,Male,Civil,8.16,75,2025
1815,Student_1815,Female,Mechanical,7.27,95,2025
1816,Student_1816,Female,CSE,5.88,84,2025
1817,Student_1817,Male,Mechanical,6.36,93,2025
1818,Student_1818,Male,IT,9.77,94,2025
1819,Student_1819,Male,Mechanical,8.86,82,2025
1820,Student_1820,Female,Civil,8.86,82,2025
1821,Student_1821,Female,Mechanical,6.66,61,2025
1822,Student_1822,Female,Civil,6.44,77,2025
1823,Student_1823,Male,Mechanical,7.78,97,2025
1824,Student_1824,Male,ECE,5.93,75,2025
1825,Student_1825,Female,Civil,9.01,63,2025
1826,Student_1826,Male,Civil,9.14,84,2025
1827,Student_1827,Female,ECE,6.26,97,2025
1828,Student_1828,Female,IT,8.5,97,2025
1829,Student_1829,Male,IT,8.51,96,2025
1830,Student_1830,Male,Civil,9.58,91,2025
1831,Student_1831,Female,ECE,7.61,65,2025
1832,Student_1832,Male,ECE,8.09,61,2025
1833,Student_1833,Female,CSE,6.93,72,2025
1834,Student_1834,Male,EEE,8.58,80,2025
1835,Student_1835,Male,CSE,6.14,69,2025
1836,Student_1836,Male,Civil,9.2,64,2025
1837,Student_1837,Female,IT,9.55,85,2025
1838,Student_1838,Male,EEE,6.8,68,2025
1839,Student_1839,Male,IT,9.58,91,2025
1840,Student_1840,Female,ECE,8.54,95,2025
1841,Student_1841,Female,ECE,8.36,71,2025
1842,Student_1842,Female,EEE,8.66,78,2025
1843,Student_1843,Male,ECE,8.63,96,2025
1844,Student_1844,Female,Civil,5.64,98,2025
1845,Student_1845,Female,Civil,6.45,96,2025
1846,Student_1846,Male,Mechanical,6.1,64,2025
1847,Student_1847,Male,EEE,9.72,70,2025
1848,Student_1848,Male,IT,8.38,81,2025
1849,Student_1849,Female,CSE,6.64,75,2025
1850,Student_1850,Male,EEE,6.6,66,2025
1851,Student_1851,Male,CSE,7.16,86,2025
1852,Student_1852,Male,Mechanical,7.62,84,2025
1853,Student_1853,Female,Civil,7.11,90,2025
1854,Student_1854,Male,ECE,7.44,62,2025
1855,Student_1855,Female,CSE,6.87,66,2025
1856,Student_1856,Male,EEE,6.23,84,2025
1857,Student_1857,Male,IT,5.82,65,2025
1858,Student_1858,Female,Civil,9.74,90,2025
1859,Student_1859,Male,Mechanical,9.55,70,2025
1860,Student_1860,Female,ECE,5.73,81,2025
1861,Student_1861,Male,ECE,7.26,95,2025
1862,Student_1862,Female,IT,6.71,75,2025
1863,Student_1863,Male,CSE,7.19,95,2025
1864,Student_1864,Female,ECE,5.73,60,2025
1865,Student_1865,Female,CSE,6.77,98,2025
1866,Student_1866,Female,ECE,5.92,73,2025
1867,Student_1867,Male,IT,6.75,65,2025
1868,Student_1868,Female,CSE,6.83,85,2025
1869,Student_1869,Female,Mechanical,9.35,76,2025
1870,Student_1870,Male,IT,7.84,71,2025
1871,Student_1871,Female,Mechanical,7.09,88,2025
1872,Student_1872,Male,EEE,7.39,76,2025
1873,Student_1873,Male,EEE,7.93,69,2025
1874,Student_1874,Male,CSE,8.37,94,2025
1875,Student_1875,Female,Civil,6.48,63,2025
1876,Student_1876,Female,Civil,7.3,94,2025
1877,Student_1877,Female,Civil,9.29,90,2025
1878,Student_1878,Female,CSE,7.2,62,2025
1879,Student_1879,Male,CSE,9.58,88,2025
1880,Student_1880,Male,ECE,9.68,72,2025
1881,Student_1881,Male,CSE,7.32,87,2025
1882,Student_1882,Male,IT,6.14,98,2025
1883,Student_1883,Female,EEE,9.42,64,2025
1884,Student_1884,Male,Mechanical,7.89,95,2025
1885,Student_1885,Female,EEE,7.73,60,2025
1886,Student_1886,Female,CSE,7.28,69,2025
1887,Student_1887,Male,CSE,7.92,66,2025
1888,Student_1888,Female,Civil,9.28,86,2025
1889,Student_1889,Female,Mechanical,8.32,96,2025
1890,Student_1890,Female,CSE,6.24,85,2025
1891,Student_1891,Male,Civil,8.12,85,2025
1892,Student_1892,Male,Mechanical,9.33,81,2025
1893,Student_1893,Male,CSE,8.71,77,2025
1894,Student_1894,Female,CSE,6.95,79,2025
1895,Student_1895,Female,EEE,9.12,66,2025
1896,Student_1896,Male,ECE,6.79,88,2025
1897,Student_1897,Female,EEE,8.63,98,2025
1898,Student_1898,Male,ECE,7.4,86,2025
1899,Student_1899,Female,Civil,9.23,63,2025
1900,Student_1900,Male,CSE,6.84,92,2025
1901,Student_1901,Female,ECE,8.86,93,2025
1902,Student_1902,Male,ECE,6.33,72,2025
1903,Student_1903,Male,ECE,5.64,63,2025
1904,Student_1904,Female,IT,6.36,83,2025
1905,Student_1905,Female,Civil,7.21,67,2025
1906,Student_1906,Male,ECE,7.1,98,2025
1907,Student_1907,Female,ECE,9.63,90,2025
1908,Student_1908,Female,EEE,6.2,76,2025
1909,Student_1909,Male,EEE,5.62,63,2025
1910,Student_1910,Male,Civil,8.85,73,2025
1911,Student_1911,Male,IT,6.47,73,2025
1912,Student_1912,Female,IT,7.26,61,2025
1913,Student_1913,Male,Mechanical,9.42,71,2025
1914,Student_1914,Male,ECE,6.59,79,2025
1915,Student_1915,Female,Mechanical,9.35,82,2025
1916,Student_1916,Female,EEE,6.44,79,2025
1917,Student_1917,Female,Civil,5.94,92,2025
1918,Student_1918,Female,Civil,8.28,98,2025
1919,Student_1919,Female,EEE,8.44,90,2025
1920,Student_1920,Male,EEE,9.75,80,2025
1921,Student_1921,Female,EEE,8.32,79,2025
1922,Student_1922,Male,ECE,7.72,75,2025
1923,Student_1923,Male,Civil,7.24,80,2025
1924,Student_1924,Male,IT,5.61,91,2025
1925,Student_1925,Female,EEE,9.4,85,2025
1926,Student_1926,Female,IT,5.65,96,2025
1927,Student_1927,Male,EEE,8.62,74,2025
1928,Student_1928,Female,IT,7.04,79,2025
1929,Student_1929,Male,IT,9.27,71,2025
1930,Student_1930,Female,CSE,7.52,76,2025
1931,Student_1931,Male,IT,9.37,65,2025
1932,Student_1932,Male,EEE,6.46,79,2025
1933,Student_1933,Female,EEE,7.1,97,2025
1934,Student_1934,Female,Mechanical,9.16,90,2025
1935,Student_1935,Male,IT,8.01,64,2025
1936,Student_1936,Female,ECE,7.65,84,2025
1937,Student_1937,Female,Mechanical,5.73,69,2025
1938,Student_1938,Male,ECE,6.97,96,2025
1939,Student_1939,Female,ECE,6.86,71,2025
1940,Student_1940,Male,Mechanical,6.93,71,2025
1941,Student_1941,Female,IT,5.75,88,2025
1942,Student_1942,Female,ECE,8.77,70,2025
1943,Student_1943,Male,Mechanical,8.88,65,2025
1944,Student_1944,Male,Civil,7.36,87,2025
1945,Student_1945,Female,Mechanical,9.65,84,2025
1946,Student_1946,Male,CSE,7.8,83,2025
1947,Student_1947,Male,EEE,8.75,93,2025
1948,Student_1948,Male,CSE,8.41,75,2025
1949,Student_1949,Male,IT,9.27,79,2025
1950,Student_1950,Male,CSE,7.15,97,2025
1951,Student_1951,Female,ECE,5.78,62,2025
1952,Student_1952,Female,EEE,7.46,93,2025
1953,Student_1953,Female,Mechanical,9.32,68,2025
1954,Student_1954,Female,Mechanical,7.04,72,2025
1955,Student_1955,Male,Mechanical,5.58,74,2025
1956,Student_1956,Male,ECE,8.66,97,2025
1957,Student_1957,Male,CSE,7.08,62,2025
1958,Student_1958,Female,IT,6.6,94,2025
1959,Student_1959,Male,Civil,9.78,66,2025
1960,Student_1960,Male,CSE,8.47,86,2025
1961,Student_1961,Female,Mechanical,6.03,76,2025
1962,Student_1962,Female,IT,6.16,60,2025
1963,Student_1963,Female,Mechanical,8.35,93,2025
1964,Student_1964,Female,Civil,8.1,68,2025
1965,Student_1965,Female,CSE,7.7,67,2025
1966,Student_1966,Female,CSE,8.87,91,2025
1967,Student_1967,Male,Civil,6.36,76,2025
1968,Student_1968,Male,EEE,8.52,78,2025
1969,Student_1969,Male,CSE,7.86,73,2025
1970,Student_1970,Female,EEE,6.51,60,2025
1971,Student_1971,Male,CSE,9.09,91,2025
1972,Student_1972,Male,CSE,8.85,64,2025
1973,Student_1973,Male,EEE,8.27,89,2025
1974,Student_1974,Female,EEE,7.5,66,2025
1975,Student_1975,Male,CSE,9.16,83,2025
1976,Student_1976,Female,Mechanical,8.68,66,2025
1977,Student_1977,Male,CSE,9.16,70,2025
1978,Student_1978,Female,EEE,9.35,77,2025
1979,Student_1979,Male,EEE,9,71,2025
1980,Student_1980,Male,Mechanical,7.22,89,2025
1981,Student_1981,Female,Mechanical,8.47,90,2025
1982,Student_1982,Female,IT,9.31,70,2025
1983,Student_1983,Male,ECE,8.49,63,2025
1984,Student_1984,Male,CSE,7.29,97,2025
1985,Student_1985,Female,Civil,8.42,71,2025
1986,Student_1986,Female,EEE,8.13,68,2025
1987,Student_1987,Female,Mechanical,5.99,86,2025
1988,Student_1988,Female,CSE,5.77,80,2025
1989,Student_1989,Male,IT,9.23,93,2025
1990,Student_1990,Male,IT,9.25,93,2025
1991,Student_1991,Male,Mechanical,8.35,75,2025
1992,Student_1992,Female,EEE,8.35,84,2025
1993,Student_1993,Male,Civil,9.34,63,2025
1994,Student_1994,Male,IT,9.52,92,2025
1995,Student_1995,Female,Mechanical,9.24,64,2025
1996,Student_1996,Female,EEE,6.54,77,2025
1997,Student_1997,Male,Civil,6.46,84,2025
1998,Student_1998,Female,ECE,5.84,88,2025
1999,Student_1999,Female,CSE,9.18,88,2025
2000,Student_2000,Female,CSE,9.72,61,2025
2001,Student_2001,Male,Mechanical,7.27,95,2025
2002,Student_2002,Male,CSE,8.9,79,2025
2003,Student_2003,Male,IT,8.39,81,2025
2004,Student_2004,Female,CSE,9.01,89,2025
2005,Student_2005,Female,Civil,8.8,98,2025
2006,Student_2006,Female,IT,8.33,88,2025
2007,Student_2007,Male,CSE,8.77,74,2025
2008,Student_2008,Male,EEE,7.03,78,2025
2009,Student_2009,Female,IT,5.96,70,2025
2010,Student_2010,Female,ECE,9.03,86,2025
2011,Student_2011,Male,EEE,8.13,72,2025
2012,Student_2012,Male,Mechanical,6.43,72,2025
2013,Student_2013,Female,CSE,8.76,62,2025
2014,Student_2014,Male,Mechanical,7.47,97,2025
2015,Student_2015,Male,Mechanical,5.52,63,2025
2016,Student_2016,Female,Civil,7.58,92,2025
2017,Student_2017,Male,IT,7.99,68,2025
2018,Student_2018,Male,Mechanical,8.33,98,2025
2019,Student_2019,Female,Civil,9.29,86,2025
2020,Student_2020,Male,EEE,7.21,81,2025
2021,Student_2021,Female,Mechanical,8.96,68,2025
2022,Student_2022,Female,Civil,8.51,92,2025
2023,Student_2023,Female,IT,7.86,80,2025
2024,Student_2024,Male,ECE,6.4,78,2025
2025,Student_2025,Female,IT,6.07,71,2025
2026,Student_2026,Female,IT,6,82,2025
2027,Student_2027,Female,Civil,7.95,86,2025
2028,Student_2028,Female,Mechanical,8.98,93,2025
2029,Student_2029,Male,CSE,7.14,63,2025
2030,Student_2030,Male,ECE,6.65,70,2025
2031,Student_2031,Female,IT,6.58,63,2025
2032,Student_2032,Female,ECE,8.74,62,2025
2033,Student_2033,Female,Mechanical,5.94,95,2025
2034,Student_2034,Male,IT,8.28,84,2025
2035,Student_2035,Male,Civil,8.87,78,2025
2036,Student_2036,Male,Mechanical,7.17,80,2025
2037,Student_2037,Male,CSE,8.7,72,2025
2038,Student_2038,Female,ECE,9.42,83,2025
2039,Student_2039,Male,IT,9.65,78,2025
2040,Student_2040,Female,ECE,9.73,64,2025
2041,Student_2041,Male,ECE,8.66,67,2025
2042,Student_2042,Female,CSE,7.34,95,2025
2043,Student_2043,Female,ECE,6.19,76,2025
2044,Student_2044,Male,EEE,7.51,69,2025
2045,Student_2045,Male,ECE,9.49,98,2025
2046,Student_2046,Male,IT,8.15,79,2025
2047,Student_2047,Female,Civil,7.87,64,2025
2048,Student_2048,Female,Civil,6.45,71,2025
2049,Student_2049,Male,Civil,6.19,94,2025
2050,Student_2050,Female,CSE,7,73,2025
2051,Student_2051,Female,EEE,7.05,73,2025
2052,Student_2052,Female,Civil,9.04,60,2025
2053,Student_2053,Male,IT,6.99,75,2025
2054,Student_2054,Male,CSE,8.43,80,2025
2055,Student_2055,Female,CSE,7.16,94,2025
2056,Student_2056,Female,CSE,9.42,83,2025
2057,Student_2057,Female,Mechanical,5.69,72,2025
2058,Student_2058,Female,Civil,5.85,66,2025
2059,Student_2059,Male,Civil,7.79,64,2025
2060,Student_2060,Male,IT,8.21,73,2025
2061,Student_2061,Female,CSE,6.38,87,2025
2062,Student_2062,Male,IT,8.45,61,2025
2063,Student_2063,Female,IT,6.93,65,2025
2064,Student_2064,Male,CSE,6.27,76,2025
2065,Student_2065,Male,Civil,9.03,76,2025
2066,Student_2066,Female,Mechanical,7.44,85,2025
2067,Student_2067,Female,EEE,5.57,67,2025
2068,Student_2068,Male,IT,8.6,64,2025
2069,Student_2069,Male,IT,9.15,82,2025
2070,Student_2070,Male,EEE,8.88,79,2025
2071,Student_2071,Male,EEE,8.79,88,2025
2072,Student_2072,Female,Mechanical,9.04,61,2025
2073,Student_2073,Female,ECE,7.79,68,2025
2074,Student_2074,Female,Civil,6.77,69,2025
2075,Student_2075,Female,IT,9.31,83,2025
2076,Student_2076,Male,Civil,9.26,69,2025
2077,Student_2077,Male,CSE,5.52,98,2025
2078,Student_2078,Female,Civil,7.85,65,2025
2079,Student_2079,Female,ECE,8.72,82,2025
2080,Student_2080,Male,Mechanical,9.39,92,2025
2081,Student_2081,Male,ECE,6.29,76,2025
2082,Student_2082,Male,CSE,6.28,96,2025
2083,Student_2083,Male,Civil,7.48,95,2025
2084,Student_2084,Male,EEE,8.39,76,2025
2085,Student_2085,Male,ECE,8.62,91,2025
2086,Student_2086,Female,EEE,6.05,75,2025
2087,Student_2087,Male,EEE,8.16,72,2025
2088,Student_2088,Female,Mechanical,7.44,79,2025
2089,Student_2089,Male,Civil,7.94,80,2025
2090,Student_2090,Female,ECE,5.52,75,2025
2091,Student_2091,Male,IT,8.68,87,2025
2092,Student_2092,Female,EEE,6.08,81,2025
2093,Student_2093,Female,Mechanical,7.42,79,2025
2094,Student_2094,Female,Civil,5.97,98,2025
2095,Student_2095,Male,EEE,9.19,68,2025
2096,Student_2096,Male,EEE,8.65,64,2025
2097,Student_2097,Male,CSE,9.15,61,2025
2098,Student_2098,Female,Civil,6.41,62,2025
2099,Student_2099,Female,Civil,9.34,94,2025
2100,Student_2100,Female,IT,8.83,83,2025
2101,Student_2101,Female,ECE,9.33,97,2025
2102,Student_2102,Female,ECE,7.5,92,2025
2103,Student_2103,Male,Mechanical,7.06,60,2025
2104,Student_2104,Male,Civil,8.44,92,2025
2105,Student_2105,Male,Mechanical,6.18,96,2025
2106,Student_2106,Male,IT,8.65,82,2025
2107,Student_2107,Male,ECE,8.77,74,2025
2108,Student_2108,Male,EEE,7.09,62,2025
