placement_id,student_id,placement_status,company_id,package_lpa,interview_score
803,1803,Not Placed,,0.0,88
804,1804,Not Placed,,0.0,48
805,1805,Placed,202,9.0,90
806,1806,Placed,201,11.7,59
807,1807,Not Placed,,0.0,90
808,1808,Placed,202,10.2,69
809,1809,Placed,204,4.5,40
810,1810,Placed,202,4.8,51
811,1811,Placed,203,5.8,51
812,1812,Not Placed,,0.0,55
813,1813,Placed,202,6.9,86
814,1814,Placed,202,4.4,75
815,1815,Placed,203,3.0,50
816,1816,Not Placed,,0.0,62
817,1817,Not Placed,,0.0,46
818,1818,Placed,204,7.9,65
819,1819,Placed,202,11.2,82
820,1820,Placed,204,10.5,85
821,1821,Not Placed,,0.0,55
822,1822,Not Placed,,0.0,88
823,1823,Placed,201,6.5,60
824,1824,Not Placed,,0.0,88
825,1825,Placed,202,6.6,60
826,1826,Placed,203,10.4,86
827,1827,Not Placed,,0.0,95
828,1828,Placed,204,8.4,74
829,1829,Placed,201,6.1,82
830,1830,Placed,205,3.2,78
831,1831,Placed,202,9.9,63
832,1832,Placed,203,6.1,92
833,1833,Not Placed,,0.0,40
834,1834,Placed,205,8.4,65
835,1835,Not Placed,,0.0,44
836,1836,Placed,202,4.2,52
837,1837,Placed,201,4.9,67
838,1838,Not Placed,,0.0,45
839,1839,Placed,203,6.5,51
840,1840,Placed,204,4.4,59
841,1841,Placed,204,9.1,70
842,1842,Placed,201,5.3,66
843,1843,Placed,202,4.5,83
844,1844,Not Placed,,0.0,73
845,1845,Not Placed,,0.0,93
846,1846,Not Placed,,0.0,46
847,1847,Placed,204,10.3,62
848,1848,Placed,201,8.9,65
849,1849,Not Placed,,0.0,91
850,1850,Not Placed,,0.0,91
851,1851,Placed,201,4.4,48
852,1852,Placed,205,7.6,83
853,1853,Placed,204,3.1,81
854,1854,Placed,204,6.8,43
855,1855,Not Placed,,0.0,59
856,1856,Not Placed,,0.0,67
857,1857,Not Placed,,0.0,56
858,1858,Placed,201,8.4,91
859,1859,Placed,204,7.5,89
860,1860,Not Placed,,0.0,70
861,1861,Placed,203,10.6,63
862,1862,Not Placed,,0.0,47
863,1863,Placed,202,11.8,74
864,1864,Not Placed,,0.0,88
865,1865,Not Placed,,0.0,64
866,1866,Not Placed,,0.0,95
867,1867,Not Placed,,0.0,83
868,1868,Not Placed,,0.0,45
869,1869,Placed,202,3.1,85
870,1870,Placed,205,5.3,72
871,1871,Placed,205,9.5,69
872,1872,Placed,204,3.4,58
873,1873,Placed,201,4.1,71
874,1874,Placed,204,6.3,78
875,1875,Not Placed,,0.0,83
876,1876,Placed,203,5.3,61
877,1877,Placed,203,9.9,41
878,1878,Placed,205,5.4,58
879,1879,Placed,203,6.8,68
880,1880,Placed,203,5.7,42
881,1881,Placed,205,4.0,86
882,1882,Not Placed,,0.0,42
883,1883,Placed,205,9.6,55
884,1884,Placed,202,3.8,46
885,1885,Placed,202,9.5,80
886,1886,Placed,204,6.9,57
887,1887,Placed,203,11.7,84
888,1888,Placed,205,5.2,92
889,1889,Placed,205,8.1,42
890,1890,Not Placed,,0.0,44
891,1891,Placed,203,6.4,49
892,1892,Placed,205,11.8,80
893,1893,Placed,201,6.4,86
894,1894,Not Placed,,0.0,45
895,1895,Placed,203,11.3,87
896,1896,Not Placed,,0.0,59
897,1897,Placed,204,6.6,51
898,1898,Placed,203,9.5,87
899,1899,Placed,201,10.5,67
900,1900,Not Placed,,0.0,47
901,1901,Placed,202,8.1,59
902,1902,Not Placed,,0.0,79
903,1903,Not Placed,,0.0,72
904,1904,Not Placed,,0.0,74
905,1905,Placed,202,9.2,43
906,1906,Placed,203,8.2,53
907,1907,Placed,204,5.5,84
908,1908,Not Placed,,0.0,89
909,1909,Not Placed,,0.0,51
910,1910,Placed,203,7.5,42
911,1911,Not Placed,,0.0,78
912,1912,Placed,204,11.2,83
913,1913,Placed,203,5.5,66
914,1914,Not Placed,,0.0,53
915,1915,Placed,201,10.0,82
916,1916,Not Placed,,0.0,48
917,1917,Not Placed,,0.0,57
918,1918,Placed,203,7.2,90
919,1919,Placed,203,3.9,54
920,1920,Placed,201,9.4,54
921,1921,Placed,201,8.5,86
922,1922,Placed,205,10.4,77
923,1923,Placed,204,8.7,61
924,1924,Not Placed,,0.0,74
925,1925,Placed,204,7.3,75
926,1926,Not Placed,,0.0,40
927,1927,Placed,203,6.1,62
928,1928,Placed,204,4.4,94
929,1929,Placed,204,4.9,84
930,1930,Placed,202,9.1,56
931,1931,Placed,204,3.3,94
932,1932,Not Placed,,0.0,76
933,1933,Placed,201,8.7,75
934,1934,Placed,203,3.7,87
935,1935,Placed,205,6.3,58
936,1936,Placed,203,7.1,69
937,1937,Not Placed,,0.0,41
938,1938,Not Placed,,0.0,49
939,1939,Not Placed,,0.0,79
940,1940,Not Placed,,0.0,77
941,1941,Not Placed,,0.0,50
942,1942,Placed,205,6.2,67
943,1943,Placed,204,12.0,41
944,1944,Placed,203,8.0,71
945,1945,Placed,202,6.4,74
946,1946,Placed,202,6.4,94
947,1947,Placed,201,3.9,53
948,1948,Placed,202,11.9,76
949,1949,Placed,203,4.6,50
950,1950,Placed,204,8.0,62
951,1951,Not Placed,,0.0,88
952,1952,Placed,202,6.8,78
953,1953,Placed,203,5.9,63
954,1954,Placed,201,9.0,83
955,1955,Not Placed,,0.0,80
956,1956,Placed,203,7.5,74
957,1957,Placed,204,5.0,65
958,1958,Not Placed,,0.0,71
959,1959,Placed,204,5.6,68
960,1960,Placed,202,11.3,51
961,1961,Not Placed,,0.0,65
962,1962,Not Placed,,0.0,58
963,1963,Placed,201,7.8,61
964,1964,Placed,204,8.9,83
965,1965,Placed,201,6.5,81
966,1966,Placed,204,11.8,66
967,1967,Not Placed,,0.0,52
968,1968,Placed,201,8.6,48
969,1969,Placed,205,8.6,45
970,1970,Not Placed,,0.0,78
971,1971,Placed,205,9.6,41
972,1972,Placed,203,8.5,50
973,1973,Placed,205,8.6,83
974,1974,Placed,201,11.6,41
975,1975,Placed,205,11.0,81
976,1976,Placed,204,8.0,95
977,1977,Placed,202,10.7,50
978,1978,Placed,204,6.3,95
979,1979,Placed,202,4.6,85
980,1980,Placed,202,5.9,58
981,1981,Placed,201,11.1,53
982,1982,Placed,205,7.2,55
983,1983,Placed,205,7.0,55
984,1984,Placed,202,11.8,72
985,1985,Placed,201,10.2,93
986,1986,Placed,203,10.8,50
987,1987,Not Placed,,0.0,55
988,1988,Not Placed,,0.0,69
989,1989,Placed,201,3.1,42
990,1990,Placed,204,10.8,70
991,1991,Placed,204,3.6,66
992,1992,Placed,203,11.0,74
993,1993,Placed,201,9.4,78
994,1994,Placed,205,9.4,68
995,1995,Placed,204,10.4,43
996,1996,Not Placed,,0.0,58
997,1997,Not Placed,,0.0,91
998,1998,Not Placed,,0.0,65
999,1999,Placed,201,6.3,85
1000,2000,Placed,205,8.7,68
1001,2001,Placed,204,10.1,46
1002,2002,Placed,202,10.6,88
1003,2003,Placed,205,9.8,47
1004,2004,Placed,202,6.3,82
1005,2005,Placed,203,4.3,55
1006,2006,Placed,204,4.9,46
1007,2007,Placed,203,8.8,44
1008,2008,Placed,204,11.1,71
1009,2009,Not Placed,,0.0,88
1010,2010,Placed,202,9.8,61
1011,2011,Placed,203,9.2,61
1012,2012,Not Placed,,0.0,90
1013,2013,Placed,204,9.3,76
1014,2014,Placed,203,8.3,88
1015,2015,Not Placed,,0.0,48
1016,2016,Placed,202,7.7,41
1017,2017,Placed,202,10.9,76
1018,2018,Placed,203,9.4,59
1019,2019,Placed,202,8.1,59
1020,2020,Placed,204,9.4,83
1021,2021,Placed,203,4.4,91
1022,2022,Placed,202,4.3,58
1023,2023,Placed,204,5.3,54
1024,2024,Not Placed,,0.0,41
1025,2025,Not Placed,,0.0,94
1026,2026,Not Placed,,0.0,53
1027,2027,Placed,205,5.7,77
1028,2028,Placed,201,5.3,86
1029,2029,Placed,205,9.7,73
1030,2030,Not Placed,,0.0,65
1031,2031,Not Placed,,0.0,70
1032,2032,Placed,205,11.1,62
1033,2033,Not Placed,,0.0,81
1034,2034,Placed,202,8.3,72
1035,2035,Placed,203,7.7,64
1036,2036,Placed,204,8.8,95
1037,2037,Placed,205,7.3,70
1038,2038,Placed,204,3.1,44
1039,2039,Placed,203,5.0,53
1040,2040,Placed,202,4.4,78
1041,2041,Placed,201,8.8,62
1042,2042,Placed,204,7.1,80
1043,2043,Not Placed,,0.0,40
1044,2044,Placed,205,11.1,87
1045,2045,Placed,202,6.3,42
1046,2046,Placed,204,8.6,61
1047,2047,Placed,205,3.6,75
1048,2048,Not Placed,,0.0,74
1049,2049,Not Placed,,0.0,94
1050,2050,Placed,205,10.9,91
1051,2051,Placed,201,7.0,73
1052,2052,Placed,202,5.2,91
1053,2053,Not Placed,,0.0,87
1054,2054,Placed,202,9.2,81
1055,2055,Placed,202,5.1,85
1056,2056,Placed,204,4.6,78
1057,2057,Not Placed,,0.0,57
1058,2058,Not Placed,,0.0,75
1059,2059,Placed,203,3.8,52
1060,2060,Placed,201,11.2,48
1061,2061,Not Placed,,0.0,73
1062,2062,Placed,203,3.5,54
1063,2063,Not Placed,,0.0,55
1064,2064,Not Placed,,0.0,77
1065,2065,Placed,205,7.3,46
1066,2066,Placed,205,10.9,43
1067,2067,Not Placed,,0.0,60
1068,2068,Placed,201,4.8,47
1069,2069,Placed,204,3.8,52
1070,2070,Placed,201,7.9,53
1071,2071,Placed,205,7.4,76
1072,2072,Placed,201,8.2,95
1073,2073,Placed,201,9.5,68
1074,2074,Not Placed,,0.0,89
1075,2075,Placed,202,8.3,80
1076,2076,Placed,205,9.8,40
1077,2077,Not Placed,,0.0,56
1078,2078,Placed,204,8.4,71
1079,2079,Placed,202,6.0,70
1080,2080,Placed,205,5.6,81
1081,2081,Not Placed,,0.0,59
1082,2082,Not Placed,,0.0,56
1083,2083,Placed,205,5.2,57
1084,2084,Placed,205,7.5,80
1085,2085,Placed,204,4.0,88
1086,2086,Not Placed,,0.0,51
1087,2087,Placed,204,3.1,72
1088,2088,Placed,204,7.5,51
1089,2089,Placed,201,9.8,83
1090,2090,Not Placed,,0.0,59
1091,2091,Placed,201,11.3,68
1092,2092,Not Placed,,0.0,61
1093,2093,Placed,205,10.4,52
1094,2094,Not Placed,,0.0,89
1095,2095,Placed,201,9.9,53
1096,2096,Placed,203,7.5,60
1097,2097,Placed,205,7.2,83
1098,2098,Not Placed,,0.0,59
1099,2099,Placed,205,4.9,83
1100,2100,Placed,202,5.9,52
1101,2101,Placed,204,10.1,94
1102,2102,Placed,202,8.5,50
1103,2103,Placed,203,11.6,70
1104,2104,Placed,205,10.1,89
1105,2105,Not Placed,,0.0,86
1106,2106,Placed,203,5.1,56
1107,2107,Placed,204,11.4,93
1108,2108,Placed,203,6.3,59
1109,2109,Placed,203,9.5,93
1110,2110,Placed,203,7.0,67
1111,2111,Not Placed,,0.0,76
1112,2112,Not Placed,,0.0,65
1113,2113,Placed,204,3.1,65
1114,2114,Not Placed,,0.0,43
1115,2115,Placed,204,6.2,91
1116,2116,Placed,202,11.8,89
1117,2117,Not Placed,,0.0,57
1118,2118,Not Placed,,0.0,41
1119,2119,Placed,202,4.9,85
1120,2120,Placed,203,5.7,63
1121,2121,Placed,201,5.9,90
1122,2122,Placed,204,5.9,75
1123,2123,Not Placed,,0.0,87
1124,2124,Placed,202,10.2,79
1125,2125,Not Placed,,0.0,72
1126,2126,Placed,204,10.7,46
1127,2127,Not Placed,,0.0,44
1128,2128,Not Placed,,0.0,55
1129,2129,Placed,202,5.9,70
1130,2130,Placed,205,7.2,42
1131,2131,Placed,204,9.2,85
1132,2132,Not Placed,,0.0,71
1133,2133,Placed,202,5.5,78
1134,2134,Placed,205,6.4,46
1135,2135,Placed,201,8.8,57
1136,2136,Placed,205,6.3,58
1137,2137,Placed,201,7.2,87
1138,2138,Placed,201,5.9,89
1139,2139,Placed,204,10.4,95
1140,2140,Placed,202,8.3,76
1141,2141,Not Placed,,0.0,52
1142,2142,Not Placed,,0.0,75
1143,2143,Not Placed,,0.0,45
1144,2144,Not Placed,,0.0,68
1145,2145,Placed,202,6.0,74
1146,2146,Placed,203,8.0,92
1147,2147,Placed,203,9.2,48
1148,2148,Placed,201,10.8,84
1149,2149,Placed,203,11.6,63
1150,2150,Placed,204,9.7,53
1151,2151,Placed,202,5.9,54
1152,2152,Not Placed,,0.0,69
1153,2153,Placed,203,6.0,83
1154,2154,Placed,203,5.3,87
1155,2155,Placed,201,4.3,81
1156,2156,Not Placed,,0.0,66
1157,2157,Placed,204,6.6,71
1158,2158,Placed,201,10.5,43
1159,2159,Placed,205,6.4,76
1160,2160,Placed,204,12.0,72
1161,2161,Not Placed,,0.0,95
1162,2162,Not Placed,,0.0,91
1163,2163,Placed,203,10.1,71
1164,2164,Placed,203,8.2,80
1165,2165,Placed,201,9.6,76
1166,2166,Placed,201,11.8,89
1167,2167,Placed,201,7.8,91
1168,2168,Placed,205,10.6,45
1169,2169,Placed,205,11.3,79
1170,2170,Not Placed,,0.0,81
1171,2171,Not Placed,,0.0,52
1172,2172,Placed,201,9.9,67
1173,2173,Placed,203,7.2,87
1174,2174,Placed,202,8.9,44
1175,2175,Placed,202,8.8,61
1176,2176,Placed,204,7.7,84
1177,2177,Not Placed,,0.0,87
1178,2178,Placed,204,11.0,65
1179,2179,Placed,205,5.6,79
1180,2180,Placed,204,3.2,54
1181,2181,Placed,203,6.8,56
1182,2182,Not Placed,,0.0,94
1183,2183,Placed,202,8.3,89
1184,2184,Not Placed,,0.0,60
1185,2185,Not Placed,,0.0,74
1186,2186,Placed,204,8.9,52
1187,2187,Placed,205,11.3,85
1188,2188,Placed,205,4.4,89
1189,2189,Not Placed,,0.0,49
1190,2190,Not Placed,,0.0,53
1191,2191,Not Placed,,0.0,59
1192,2192,Placed,202,3.9,74
1193,2193,Not Placed,,0.0,78
1194,2194,Placed,201,10.0,74
1195,2195,Placed,203,11.6,60
1196,2196,Placed,203,11.4,82
1197,2197,Placed,202,4.8,50
1198,2198,Not Placed,,0.0,67
1199,2199,Not Placed,,0.0,57
1200,2200,Not Placed,,0.0,54
